Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm)
0,9.4330596923828125,6.8597559928894043
0.050000000000000003,9.0140380859375,
0.10000000000000001,8.1989974975585938,
0.14999999999999999,7.9588241577148438,
0.20000000000000001,7.7620925903320312,
0.25,7.570465087890625,
0.29999999999999999,7.4478225708007812,
0.34999999999999998,7.3175201416015625,
0.40000000000000002,7.3175201416015625,
0.45000000000000001,7.3737335205078125,
0.5,7.4350509643554688,
0.55000000000000004,7.6522293090820312,
0.59999999999999998,7.9281692504882812,
0.65000000000000002,8.4698257446289062,
0.69999999999999996,8.8454132080078125,
0.75,9.3053131103515625,
0.80000000000000004,9.5224838256835938,
0.84999999999999998,9.8214187622070312,
0.90000000000000002,10.002822875976562,
0.94999999999999996,10.168899536132812,
1,10.217445373535156,
1.05,10.24810791015625,
1.1000000000000001,10.260879516601562,
1.1499999999999999,10.306869506835938,
1.2,10.449951171875,
1.25,10.57769775390625,
1.3,10.774436950683594,
1.3500000000000001,10.871528625488281,
1.3999999999999999,10.953285217285156,
1.45,10.989051818847656,
1.5,10.914962768554688,
1.55,10.654350280761719,
1.6000000000000001,10.319648742675781,
1.6499999999999999,9.9185104370117188,
1.7,9.760101318359375,
1.75,9.7473220825195312,
1.8,9.8597488403320312,
1.8500000000000001,10.112693786621094,
1.8999999999999999,10.204673767089844,
1.95,10.240440368652344,
2,10.332420349121094,
2.0499999999999998,10.562370300292969,
2.1000000000000001,10.618583679199219,
2.1499999999999999,10.65179443359375,
2.2000000000000002,10.825538635253906,
2.25,10.797431945800781,
2.2999999999999998,10.608360290527344,
2.3500000000000001,10.506156921386719,
2.3999999999999999,10.416732788085938,
2.4500000000000002,10.414176940917969,
2.5,10.411628723144531,
2.5499999999999998,10.340087890625,
2.6000000000000001,10.168899536132812,
2.6499999999999999,10.066703796386719,
2.7000000000000002,9.9133987426757812,
2.75,9.8035354614257812,
2.7999999999999998,9.6144638061523438,
2.8500000000000001,9.4483871459960938,
2.8999999999999999,9.2031097412109375,
2.9500000000000002,9.0830230712890625,
3,8.9348373413085938,
3.0499999999999998,8.858184814453125,
3.1000000000000001,8.7534332275390625,
3.1499999999999999,8.70233154296875,
3.2000000000000002,8.6588973999023438,
3.25,8.59246826171875,
3.2999999999999998,8.564361572265625,
3.3500000000000001,8.5592498779296875,
3.3999999999999999,8.5975723266601562,
3.4500000000000002,8.7534332275390625,
3.5,8.8990631103515625,
3.5499999999999998,9.1571197509765625,
3.6000000000000001,9.3589630126953125,
3.6499999999999999,9.6655654907226562,
3.7000000000000002,9.8214187622070312,
3.75,9.9517288208007812,
3.7999999999999998,10.041152954101562,
3.8500000000000001,10.199562072753906,
3.8999999999999999,10.309425354003906,
3.9500000000000002,10.490829467773438,
4,10.585365295410156,
4.0499999999999998,10.685012817382812,
4.0999999999999996,10.738662719726562,
4.1500000000000004,10.787208557128906,
4.2000000000000002,10.851081848144531,
4.25,10.889411926269531,
4.2999999999999998,10.950729370117188,
4.3499999999999996,10.986503601074219,
4.4000000000000004,11.032493591308594,
4.4500000000000002,11.081031799316406,
4.5,11.216453552246094,
4.5499999999999998,11.356979370117188,
4.5999999999999996,11.5894775390625,
4.6500000000000004,11.732559204101562,
4.7000000000000002,11.906303405761719,
4.75,11.993171691894531,
4.7999999999999998,12.097923278808594,
4.8499999999999996,12.120918273925781,
4.9000000000000004,12.067268371582031,
4.9500000000000002,12.018722534179688,
5,11.934402465820312,
5.0499999999999998,11.816879272460938,
5.0999999999999996,11.632919311523438,
5.1500000000000004,11.318649291992188,
5.2000000000000002,11.134689331054688,
5.25,10.94561767578125,
5.2999999999999998,10.884300231933594,
5.3499999999999996,10.851081848144531,
5.4000000000000004,10.8536376953125,
5.4500000000000002,10.838310241699219,
5.5,10.784652709960938,
5.5499999999999998,10.695228576660156,
5.5999999999999996,10.513824462890625,
5.6500000000000004,10.388633728027344,
5.7000000000000002,10.194450378417969,
5.75,10.046257019042969,
5.7999999999999998,9.84185791015625,
5.8499999999999996,9.73199462890625,
5.9000000000000004,9.5454788208007812,
5.9500000000000002,9.4126205444335938,
6,9.236328125,
6.0499999999999998,9.1392364501953125,
6.0999999999999996,9.0370330810546875,
6.1500000000000004,8.9884872436523438,
6.2000000000000002,8.9527206420898438,
6.25,8.9016189575195312,
6.2999999999999998,8.8632965087890625,
6.3499999999999996,8.7968673706054688,
6.4000000000000004,8.7406539916992188,
6.4500000000000002,8.674224853515625,
6.5,8.6410140991210938,
6.5499999999999998,8.5771331787109375,
6.5999999999999996,8.5362548828125,
6.6500000000000004,8.4953765869140625,
6.7000000000000002,8.4647140502929688,
6.75,8.4033966064453125,
6.7999999999999998,8.3574066162109375,
6.8499999999999996,8.3139724731445312,
