Time(s),Force
6.28,6.1897430419921875
6.32,6.378303527832031
6.36,6.566864013671876
6.4,6.75542449951172
6.44,6.967233276367188
6.48,7.179042053222657
6.5200000000000005,7.390850830078126
6.5600000000000005,7.602659606933594
6.6000000000000005,7.8144683837890625
6.640000000000001,8.026277160644533
6.68,8.238085937500001
6.72,8.44989471435547
6.76,8.661703491210938
6.8,8.873512268066406
6.84,9.11828155517578
6.88,9.363050842285155
6.92,9.607820129394531
6.96,9.852589416503905
7.0,10.09735870361328
7.04,10.290005493164061
7.08,10.482652282714843
7.12,10.675299072265624
7.16,10.867945861816406
7.2,11.060592651367188
7.24,11.121401977539062
7.28,11.182211303710938
7.32,11.243020629882812
7.36,11.303829956054688
7.4,11.364639282226562
7.44,11.25094223022461
7.48,11.137245178222656
7.5200000000000005,11.023548126220703
7.5600000000000005,10.90985107421875
7.6000000000000005,10.796154022216797
7.640000000000001,10.682456970214844
7.68,10.56875991821289
7.72,10.455062866210938
7.76,10.341365814208984
7.8,10.227668762207031
7.84,10.078456115722656
7.88,9.92924346923828
7.92,9.780030822753906
7.96,9.63081817626953
8.0,9.481605529785154
8.040000000000001,9.38400421142578
8.08,9.286402893066406
8.120000000000001,9.18880157470703
8.16,9.091200256347655
8.2,8.993598937988281
8.24,8.895997619628906
8.28,8.79839630126953
8.32,8.700794982910155
8.36,8.603193664550782
8.4,8.505592346191406
8.44,8.314479064941406
8.48,8.123365783691407
8.52,7.932252502441406
8.56,7.741139221191406
8.6,7.550025939941406
8.64,7.358912658691406
8.68,7.167799377441407
8.72,6.976686096191406
8.76,6.785572814941406
8.8,6.594459533691406
8.84,6.49532470703125
8.88,6.396189880371094
8.92,6.297055053710937
8.96,6.197920227050782
9.0,6.098785400390625
9.040000000000001,6.099552154541016
9.08,6.100318908691406
9.120000000000001,6.101085662841797
9.16,6.1018524169921875
9.200000000000001,6.102619171142578
9.24,6.103385925292969
9.28,6.104152679443359
9.32,6.10491943359375
9.36,6.105686187744141
9.4,6.106452941894531
9.44,6.101853942871093
9.48,6.097254943847656
9.52,6.092655944824219
9.56,6.088056945800782
9.6,6.083457946777344
9.64,5.981257629394531
9.68,5.879057312011718
9.72,5.776856994628906
9.76,5.674656677246093
9.8,5.57245635986328
9.84,5.613336181640625
9.88,5.654216003417968
9.92,5.695095825195312
9.96,5.735975646972656
10.0,5.77685546875
10.040000000000001,5.813136291503906
10.08,5.849417114257813
10.120000000000001,5.885697937011719
10.16,5.921978759765626
10.200000000000001,5.958259582519531
10.24,5.994540405273438
10.28,6.030821228027344
10.32,6.0671020507812505
10.36,6.103382873535157
10.4,6.139663696289063
10.44,6.129954528808595
10.48,6.120245361328126
10.52,6.110536193847657
10.56,6.100827026367188
10.6,6.09111785888672
10.64,6.049215698242189
10.68,6.007313537597657
10.72,5.965411376953126
10.76,5.923509216308594
10.8,5.881607055664063
10.84,5.872920227050782
10.88,5.8642333984375
10.92,5.855546569824219
10.96,5.846859741210937
11.0,5.838172912597656
11.040000000000001,5.840727996826172
11.08,5.843283081054688
11.120000000000001,5.845838165283203
11.16,5.848393249511719
11.200000000000001,5.850948333740234
11.24,5.85350341796875
11.28,5.856058502197266
11.32,5.858613586425781
11.36,5.861168670654297
11.4,5.8637237548828125
11.44,5.843284606933594
11.48,5.822845458984375
11.52,5.802406311035157
11.56,5.781967163085938
11.6,5.76152801513672
11.64,5.559172058105469
11.68,5.3568161010742195
11.72,5.154460144042969
11.76,4.952104187011719
11.8,4.749748229980469
11.84,4.771209716796875
11.88,4.792671203613281
11.92,4.8141326904296875
11.96,4.835594177246094
12.0,4.8570556640625
12.040000000000001,5.029262542724609
12.08,5.201469421386719
12.120000000000001,5.373676300048828
12.16,5.5458831787109375
12.200000000000001,5.718090057373047
12.24,5.890296936035156
12.280000000000001,6.062503814697266
12.32,6.234710693359375
12.36,6.406917572021484
12.4,6.579124450683594
12.44,6.579124450683594
12.48,6.579124450683594
12.52,6.579124450683594
12.56,6.579124450683594
12.6,6.579124450683594
12.64,6.631758117675782
12.68,6.684391784667969
12.72,6.737025451660156
12.76,6.789659118652343
12.8,6.842292785644531
12.84,6.8397369384765625
12.88,6.837181091308594
12.92,6.834625244140626
12.96,6.832069396972657
13.0,6.829513549804688
13.040000000000001,6.745454406738282
13.08,6.661395263671876
13.120000000000001,6.5773361206054695
13.16,6.493276977539063
13.200000000000001,6.409217834472656
13.24,6.3251586914062505
13.280000000000001,6.241099548339844
13.32,6.157040405273437
13.36,6.072981262207032
13.4,5.988922119140625
13.44,5.959283447265625
13.48,5.929644775390625
13.52,5.900006103515625
13.56,5.870367431640625
13.6,5.840728759765625
13.64,5.79473876953125
13.68,5.748748779296875
13.72,5.7027587890625
13.76,5.656768798828125
13.8,5.61077880859375
13.84,5.5632568359375
13.88,5.51573486328125
13.92,5.468212890625
13.96,5.42069091796875
14.0,5.3731689453125
14.040000000000001,5.362693023681641
14.08,5.352217102050781
14.120000000000001,5.3417411804199215
14.16,5.331265258789062
14.200000000000001,5.320789337158203
14.24,5.310313415527343
14.280000000000001,5.299837493896484
14.32,5.289361572265625
14.36,5.278885650634765
14.4,5.268409729003905
14.44,5.268409729003905
14.48,5.268409729003905
14.52,5.268409729003905
14.56,5.268409729003905
14.6,5.268409729003905
14.64,5.276585388183593
14.68,5.284761047363281
14.72,5.292936706542968
14.76,5.301112365722656
14.8,5.309288024902344
14.84,5.302645874023438
14.88,5.296003723144532
14.92,5.289361572265625
14.96,5.282719421386719
15.0,5.2760772705078125
15.040000000000001,5.274288940429687
15.08,5.272500610351562
15.120000000000001,5.270712280273438
15.16,5.268923950195313
15.200000000000001,5.2671356201171875
15.24,5.265347290039062
15.280000000000001,5.263558959960937
15.32,5.261770629882813
15.36,5.259982299804688
15.4,5.2581939697265625
15.44,5.245417785644531
15.48,5.2326416015625
15.52,5.219865417480468
15.56,5.207089233398437
15.6,5.194313049316406
15.64,5.19482421875
15.68,5.195335388183594
15.72,5.1958465576171875
15.76,5.196357727050781
15.8,5.196868896484375
15.84,5.183071899414062
15.88,5.16927490234375
15.92,5.155477905273438
15.96,5.141680908203125
16.0,5.1278839111328125
16.04,5.138615417480469
16.080000000000002,5.149346923828125
16.12,5.160078430175782
16.16,5.170809936523438
16.2,5.181541442871094
16.240000000000002,5.181541442871094
16.28,5.181541442871094
16.32,5.181541442871094
16.36,5.181541442871094
16.4,5.181541442871094
16.44,5.248992919921875
16.48,5.316444396972656
16.52,5.3838958740234375
16.56,5.451347351074219
16.6,5.518798828125
16.64,5.61844482421875
16.68,5.7180908203125
16.72,5.81773681640625
16.76,5.9173828125
16.8,6.01702880859375
16.84,6.11258544921875
16.88,6.20814208984375
16.92,6.30369873046875
16.96,6.39925537109375
17.0,6.49481201171875
17.04,6.583726501464843
17.080000000000002,6.672640991210938
17.12,6.761555480957031
17.16,6.850469970703125
17.2,6.939384460449219
17.240000000000002,6.978475952148438
17.28,7.017567443847656
17.32,7.056658935546875
17.36,7.095750427246093
17.400000000000002,7.1348419189453125
17.44,7.173933410644532
17.48,7.21302490234375
17.52,7.252116394042969
17.56,7.291207885742187
17.6,7.330299377441406
17.64,7.290951538085937
17.68,7.251603698730469
17.72,7.212255859375
17.76,7.172908020019532
17.8,7.133560180664063
17.84,7.112609863281251
17.88,7.091659545898438
17.92,7.070709228515625
17.96,7.0497589111328125
18.0,7.02880859375
18.04,7.012966918945312
18.080000000000002,6.997125244140625
18.12,6.981283569335938
18.16,6.96544189453125
18.2,6.9496002197265625
18.240000000000002,6.896711730957032
18.28,6.8438232421875
18.32,6.790934753417969
18.36,6.738046264648437
18.400000000000002,6.685157775878906
18.44,6.632269287109375
18.48,6.579380798339844
18.52,6.526492309570313
18.56,6.473603820800781
18.6,6.42071533203125
18.64,6.153462219238281
18.68,5.886209106445312
18.72,5.618955993652344
18.76,5.351702880859375
18.8,5.084449768066406
18.84,4.984805297851563
18.88,4.885160827636719
18.92,4.7855163574218755
18.96,4.685871887207032
19.0,4.586227416992188
19.04,4.851947021484376
19.080000000000002,5.117666625976563
19.12,5.3833862304687505
19.16,5.649105834960938
19.2,5.914825439453125
19.240000000000002,6.10440673828125
19.28,6.293988037109375
19.32,6.4835693359375
19.36,6.673150634765625
19.400000000000002,6.86273193359375
19.44,7.052313232421875
19.48,7.24189453125
19.52,7.431475830078125
19.56,7.62105712890625
19.6,7.810638427734375
19.64,7.668069458007812
19.68,7.52550048828125
19.72,7.382931518554687
19.76,7.240362548828125
19.8,7.0977935791015625
19.84,7.193350219726562
19.88,7.288906860351562
19.92,7.384463500976562
19.96,7.480020141601562
20.0,7.575576782226562
20.04,8.287910461425781
20.080000000000002,9.000244140625
20.12,9.712577819824219
20.16,10.424911499023438
20.2,11.137245178222656
20.240000000000002,11.179402923583984
20.28,11.221560668945312
20.32,11.263718414306641
20.36,11.305876159667969
20.400000000000002,11.348033905029297
20.44,11.390191650390625
20.48,11.432349395751952
20.52,11.474507141113282
20.56,11.51666488647461
20.6,11.558822631835938
20.64,11.41216583251953
20.68,11.265509033203125
20.72,11.118852233886718
20.76,10.972195434570313
20.8,10.825538635253906
20.84,10.2884765625
20.88,9.751414489746093
20.92,9.214352416992188
20.96,8.677290344238282
21.0,8.140228271484375
21.04,7.68594970703125
21.080000000000002,7.231671142578125
21.12,6.777392578125
21.16,6.323114013671875
21.2,5.86883544921875
21.240000000000002,5.744406890869141
21.28,5.619978332519532
21.32,5.4955497741699215
21.36,5.371121215820312
21.400000000000002,5.246692657470703
21.44,5.122264099121094
21.48,4.997835540771485
21.52,4.873406982421875
21.56,4.7489784240722654
21.6,4.624549865722656
21.64,4.599000549316406
21.68,4.573451232910156
21.72,4.547901916503906
21.76,4.522352600097657
21.8,4.496803283691406
21.84,4.458988952636719
21.88,4.421174621582031
21.92,4.383360290527344
21.96,4.345545959472656
22.0,4.307731628417969
22.04,4.384892272949219
22.080000000000002,4.462052917480468
22.12,4.539213562011719
22.16,4.616374206542969
22.2,4.693534851074219
22.240000000000002,4.773761749267578
22.28,4.8539886474609375
22.32,4.934215545654297
22.36,5.014442443847656
22.400000000000002,5.094669342041016
22.44,5.174896240234375
22.48,5.255123138427734
22.52,5.335350036621094
22.56,5.415576934814453
22.6,5.4958038330078125
22.64,5.317465209960938
22.68,5.139126586914062
22.72,4.960787963867188
22.76,4.782449340820312
22.8,4.6041107177734375
22.84,4.565274047851562
22.88,4.526437377929688
22.92,4.487600708007813
22.96,4.448764038085939
23.0,4.409927368164063
23.04,4.525413513183595
23.080000000000002,4.640899658203126
23.12,4.756385803222657
23.16,4.871871948242188
23.2,4.98735809326172
23.240000000000002,5.3031562805175785
23.28,5.618954467773438
23.32,5.934752655029298
23.36,6.250550842285157
23.400000000000002,6.566349029541016
23.44,6.882147216796875
23.48,7.197945404052735
23.52,7.513743591308594
23.56,7.829541778564453
23.6,8.145339965820312
23.64,8.145851135253906
23.68,8.1463623046875
23.72,8.146873474121094
23.76,8.147384643554688
23.8,8.147895812988281
23.84,8.096284484863281
23.88,8.04467315673828
23.92,7.993061828613281
23.96,7.941450500488282
24.0,7.889839172363281
24.04,7.835162353515625
24.080000000000002,7.780485534667969
24.12,7.725808715820312
24.16,7.671131896972656
24.2,7.616455078125
24.240000000000002,7.537760925292969
24.28,7.459066772460938
24.32,7.380372619628907
24.36,7.301678466796876
24.400000000000002,7.222984313964844
24.44,7.144290161132813
24.48,7.065596008300782
24.52,6.9869018554687505
24.560000000000002,6.9082077026367195
24.6,6.829513549804688
24.64,6.781991577148438
24.68,6.734469604492188
24.72,6.686947631835938
24.76,6.639425659179688
24.8,6.5919036865234375
24.84,6.6164306640625
24.88,6.640957641601562
24.92,6.665484619140625
24.96,6.690011596679687
25.0,6.71453857421875
25.04,7.0834808349609375
25.080000000000002,7.452423095703124
25.12,7.821365356445312
25.16,8.190307617187498
25.2,8.559249877929686
25.240000000000002,8.58556671142578
25.28,8.611883544921874
25.32,8.638200378417967
25.36,8.664517211914061
25.400000000000002,8.690834045410156
25.44,8.71715087890625
25.48,8.743467712402342
25.52,8.769784545898437
25.560000000000002,8.796101379394532
25.6,8.822418212890625
25.64,8.8316162109375
25.68,8.840814208984375
25.72,8.85001220703125
25.76,8.859210205078124
25.8,8.868408203125
25.84,8.817819213867187
25.88,8.767230224609374
25.92,8.716641235351563
25.96,8.66605224609375
26.0,8.615463256835938
26.04,8.493844604492187
26.080000000000002,8.372225952148437
26.12,8.250607299804688
26.16,8.128988647460938
26.2,8.007369995117188
26.240000000000002,7.914878845214844
26.28,7.8223876953125
26.32,7.729896545410156
26.36,7.6374053955078125
26.400000000000002,7.544914245605469
26.44,7.452423095703125
26.48,7.359931945800781
26.52,7.2674407958984375
26.560000000000002,7.174949645996094
26.6,7.08245849609375
26.64,7.06048583984375
26.68,7.03851318359375
26.72,7.01654052734375
26.76,6.99456787109375
26.8,6.97259521484375
26.84,6.93580322265625
26.88,6.89901123046875
26.92,6.86221923828125
26.96,6.82542724609375
27.0,6.78863525390625
27.04,6.768196105957031
27.080000000000002,6.7477569580078125
27.12,6.727317810058594
27.16,6.706878662109375
27.2,6.686439514160156
27.240000000000002,6.667532348632813
27.28,6.648625183105469
27.32,6.629718017578125
27.36,6.610810852050782
27.400000000000002,6.5919036865234375
27.44,6.572996520996094
27.48,6.554089355468751
27.52,6.535182189941407
27.560000000000002,6.516275024414063
27.6,6.49736785888672
27.64,6.439624023437501
27.68,6.381880187988282
27.72,6.324136352539063
27.76,6.266392517089844
27.8,6.208648681640625
27.84,6.112069702148438
27.88,6.01549072265625
27.92,5.918911743164063
27.96,5.822332763671875
28.0,5.725753784179688
28.04,5.663412475585938
28.080000000000002,5.601071166992188
28.12,5.538729858398438
28.16,5.476388549804688
28.2,5.4140472412109375
28.240000000000002,5.449305725097656
28.28,5.484564208984375
28.32,5.519822692871093
28.36,5.555081176757812
28.400000000000002,5.590339660644531
28.44,5.62559814453125
28.48,5.660856628417969
28.52,5.696115112304687
28.560000000000002,5.731373596191406
28.6,5.766632080078125
28.64,5.790138244628906
28.68,5.8136444091796875
28.72,5.837150573730469
28.76,5.86065673828125
28.8,5.884162902832031
28.84,6.007826232910157
28.88,6.131489562988281
28.92,6.255152893066406
28.96,6.378816223144531
29.0,6.502479553222656
29.04,6.576063537597657
29.080000000000002,6.649647521972656
29.12,6.723231506347656
29.16,6.796815490722656
29.2,6.870399475097656
29.240000000000002,6.875508880615234
29.28,6.880618286132813
29.32,6.8857276916503904
29.36,6.890837097167969
29.400000000000002,6.895946502685547
29.44,6.901055908203125
29.48,6.906165313720703
29.52,6.911274719238281
29.560000000000002,6.91638412475586
29.6,6.9214935302734375
29.64,6.886235046386719
29.68,6.8509765625
29.72,6.815718078613282
29.76,6.780459594726563
29.8,6.745201110839844
29.84,6.691546630859375
29.88,6.637892150878907
29.92,6.584237670898437
29.96,6.530583190917969
30.0,6.4769287109375
30.04,6.435537719726563
30.080000000000002,6.394146728515625
30.12,6.352755737304688
30.16,6.31136474609375
30.2,6.2699737548828125
30.240000000000002,6.253877258300781
30.28,6.23778076171875
30.32,6.221684265136719
30.36,6.205587768554688
30.400000000000002,6.189491271972656
30.44,6.173394775390625
30.48,6.157298278808594
30.52,6.141201782226562
30.560000000000002,6.125105285644532
30.6,6.1090087890625
30.64,6.142733764648438
30.68,6.176458740234375
30.72,6.210183715820313
30.76,6.243908691406251
30.8,6.277633666992188
30.84,6.250550842285157
30.88,6.223468017578125
30.92,6.1963851928710945
30.96,6.169302368164063
31.0,6.142219543457031
31.04,6.121269226074219
31.080000000000002,6.100318908691406
31.12,6.079368591308594
31.16,6.058418273925781
31.2,6.037467956542969
31.240000000000002,6.114628601074219
31.28,6.191789245605468
31.32,6.268949890136719
31.36,6.346110534667969
31.400000000000002,6.423271179199219
31.44,6.500431823730469
31.48,6.577592468261718
31.52,6.654753112792969
31.560000000000002,6.731913757324219
31.6,6.809074401855469
31.64,6.967996215820312
31.68,7.1269180297851555
31.720000000000002,7.28583984375
31.76,7.444761657714843
31.8,7.603683471679687
31.84,7.6655136108398425
31.88,7.727343749999998
31.92,7.789173889160155
31.96,7.851004028320311
32.0,7.912834167480467
32.04,7.875531005859374
32.08,7.83822784423828
32.12,7.800924682617187
32.160000000000004,7.763621520996093
32.2,7.726318359375
32.24,7.679817199707031
32.28,7.6333160400390625
32.32,7.586814880371093
32.36,7.540313720703124
32.4,7.493812561035155
32.44,7.403366088867187
32.480000000000004,7.312919616699218
32.52,7.22247314453125
32.56,7.132026672363281
32.6,7.0415802001953125
32.64,6.940402221679688
32.68,6.839224243164063
32.72,6.738046264648438
32.76,6.636868286132813
32.8,6.535690307617188
32.84,6.51627197265625
32.88,6.496853637695313
32.92,6.477435302734375
32.96,6.458016967773438
33.0,6.4385986328125
33.04,6.410493469238281
33.08,6.382388305664063
33.12,6.354283142089844
33.160000000000004,6.326177978515625
33.2,6.298072814941406
33.24,6.279165649414063
33.28,6.2602584838867195
33.32,6.241351318359375
33.36,6.222444152832032
33.4,6.203536987304688
33.44,6.169812011718751
33.480000000000004,6.136087036132813
33.52,6.102362060546875
33.56,6.068637084960938
33.6,6.034912109375
33.64,6.006806945800781
33.68,5.978701782226562
33.72,5.950596618652344
33.76,5.9224914550781245
33.8,5.894386291503905
33.84,5.901028442382811
33.88,5.907670593261718
33.92,5.9143127441406245
33.96,5.920954895019531
34.0,5.9275970458984375
34.04,5.932196044921875
34.08,5.936795043945312
34.12,5.94139404296875
34.160000000000004,5.945993041992187
34.2,5.950592041015625
34.24,5.962857055664062
34.28,5.9751220703125
34.32,5.987387084960938
34.36,5.999652099609375
34.4,6.0119171142578125
34.44,6.017027282714844
34.480000000000004,6.022137451171875
34.52,6.027247619628906
34.56,6.032357788085937
34.6,6.037467956542969
34.64,6.051520538330078
34.68,6.065573120117188
34.72,6.079625701904297
34.76,6.093678283691407
34.800000000000004,6.107730865478516
34.84,6.121783447265625
34.88,6.135836029052735
34.92,6.149888610839844
34.96,6.163941192626954
35.0,6.177993774414063
35.04,6.334359741210938
35.08,6.490725708007813
35.12,6.647091674804688
35.160000000000004,6.803457641601563
35.2,6.9598236083984375
35.24,7.093705749511719
35.28,7.227587890625
35.32,7.361470031738282
35.36,7.495352172851563
35.4,7.629234313964845
35.44,7.7196807861328125
35.480000000000004,7.810127258300781
35.52,7.900573730468749
35.56,7.991020202636718
35.6,8.081466674804686
35.64,8.159649658203124
35.68,8.23783264160156
35.72,8.316015624999999
35.76,8.394198608398437
35.800000000000004,8.472381591796875
35.84,8.550564575195311
35.88,8.62874755859375
35.92,8.706930541992188
35.96,8.785113525390624
36.0,8.863296508789062
36.04,8.821394348144532
36.08,8.7794921875
36.12,8.737590026855468
36.160000000000004,8.695687866210937
36.2,8.653785705566406
36.24,8.594509887695313
36.28,8.535234069824218
36.32,8.475958251953125
36.36,8.41668243408203
36.4,8.357406616210938
36.44,8.277178955078124
36.480000000000004,8.196951293945313
36.52,8.1167236328125
36.56,8.036495971679688
36.6,7.956268310546875
36.64,7.861988830566406
36.68,7.767709350585938
36.72,7.673429870605469
36.76,7.579150390625
36.800000000000004,7.484870910644531
36.84,7.390591430664063
36.88,7.296311950683594
36.92,7.202032470703125
36.96,7.107752990722657
37.0,7.013473510742188
37.04,6.913829040527345
37.08,6.8141845703125
37.12,6.714540100097657
37.160000000000004,6.614895629882812
37.2,6.515251159667969
37.24,6.400787353515625
37.28,6.286323547363281
37.32,6.1718597412109375
37.36,6.057395935058594
37.4,5.94293212890625
37.44,5.8039398193359375
37.480000000000004,5.664947509765625
37.52,5.525955200195313
37.56,5.386962890625001
37.6,5.247970581054688
37.64,5.222931671142579
37.68,5.197892761230469
37.72,5.17285385131836
37.76,5.14781494140625
37.800000000000004,5.122776031494141
37.84,5.097737121582032
37.88,5.072698211669922
37.92,5.047659301757813
37.96,5.022620391845703
38.0,4.997581481933594
38.04,5.057368469238281
38.08,5.117155456542969
38.12,5.176942443847656
38.160000000000004,5.236729431152344
38.2,5.296516418457031
38.24,5.4457275390625
38.28,5.594938659667969
38.32,5.744149780273437
38.36,5.893360900878906
38.4,6.042572021484375
38.44,6.2076263427734375
38.480000000000004,6.3726806640625
38.52,6.537734985351563
38.56,6.702789306640626
38.6,6.867843627929688
38.64,6.971321105957032
38.68,7.074798583984376
38.72,7.17827606201172
38.76,7.281753540039063
38.800000000000004,7.385231018066406
38.84,7.48870849609375
38.88,7.592185974121094
38.92,7.6956634521484375
38.96,7.799140930175781
39.0,7.902618408203125
39.04,7.864292907714844
39.08,7.825967407226562
39.12,7.787641906738282
39.160000000000004,7.74931640625
39.2,7.710990905761719
39.24,7.703837585449219
39.28,7.696684265136719
39.32,7.689530944824219
39.36,7.6823776245117195
39.4,7.67522430419922
39.44,7.662448120117189
39.480000000000004,7.649671936035157
39.52,7.6368957519531255
39.56,7.624119567871094
39.6,7.6113433837890625
39.64,7.545680236816406
39.68,7.48001708984375
39.72,7.414353942871093
39.76,7.348690795898437
39.800000000000004,7.283027648925781
39.84,7.217364501953125
39.88,7.151701354980469
39.92,7.086038208007812
39.96,7.020375061035156
40.0,6.9547119140625
40.04,6.876017761230469
40.08,6.797323608398438
40.12,6.718629455566406
40.160000000000004,6.639935302734375
40.2,6.561241149902344
40.24,6.502476501464844
40.28,6.443711853027343
40.32,6.384947204589844
40.36,6.326182556152344
40.4,6.267417907714844
40.44,6.2638397216796875
40.480000000000004,6.260261535644531
40.52,6.256683349609376
40.56,6.25310516357422
40.6,6.249526977539063
40.64,6.183097076416017
40.68,6.116667175292969
40.72,6.050237274169922
40.76,5.983807373046876
40.800000000000004,5.917377471923828
40.84,5.850947570800781
40.88,5.784517669677735
40.92,5.718087768554688
40.96,5.6516578674316404
41.0,5.585227966308594
41.04,5.590338134765625
41.08,5.595448303222656
41.12,5.600558471679688
41.160000000000004,5.605668640136718
41.2,5.61077880859375
41.24,5.611289978027344
41.28,5.6118011474609375
41.32,5.612312316894532
41.36,5.612823486328126
41.4,5.61333465576172
41.44,5.614356994628907
41.480000000000004,5.615379333496095
41.52,5.616401672363281
41.56,5.617424011230469
41.6,5.618446350097656
41.64,5.621512603759766
41.68,5.624578857421875
41.72,5.627645111083984
41.76,5.630711364746094
41.800000000000004,5.633777618408203
41.84,5.636843872070313
41.88,5.639910125732422
41.92,5.642976379394531
41.96,5.6460426330566404
42.0,5.64910888671875
42.04,5.633778381347656
42.08,5.618447875976562
42.12,5.603117370605468
42.160000000000004,5.587786865234374
42.2,5.57245635986328
42.24,5.576033020019531
42.28,5.579609680175781
42.32,5.5831863403320305
42.36,5.586763000488281
42.4,5.590339660644531
42.44,5.78043212890625
42.480000000000004,5.970524597167969
42.52,6.160617065429688
42.56,6.350709533691406
42.6,6.540802001953125
42.64,6.693335723876953
42.68,6.845869445800782
42.72,6.998403167724609
42.76,7.150936889648437
42.800000000000004,7.303470611572266
42.84,7.456004333496094
42.88,7.608538055419922
42.92,7.76107177734375
42.96,7.913605499267578
43.0,8.066139221191406
43.04,8.071247863769532
43.08,8.076356506347656
43.12,8.081465148925782
43.160000000000004,8.086573791503906
43.2,8.091682434082031
43.24,8.056935119628907
43.28,8.022187805175781
43.32,7.987440490722657
43.36,7.952693176269531
43.4,7.917945861816406
43.44,7.884219360351563
43.480000000000004,7.850492858886719
43.52,7.816766357421875
43.56,7.783039855957031
43.6,7.7493133544921875
43.64,7.714565277099609
43.68,7.679817199707031
43.72,7.645069122314453
43.76,7.610321044921875
43.800000000000004,7.575572967529297
43.84,7.540824890136719
43.88,7.506076812744141
43.92,7.4713287353515625
43.96,7.436580657958984
44.0,7.401832580566406
44.04,7.351243591308593
44.08,7.300654602050781
44.12,7.250065612792969
44.160000000000004,7.199476623535157
44.2,7.148887634277344
44.24,7.113117980957031
44.28,7.077348327636718
44.32,7.041578674316406
44.36,7.005809020996093
44.4,6.97003936767578
