Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm)
0,6.2163162231445312,2.4311184883117676
0.050000000000000003,6.16265869140625,
0.10000000000000001,6.0834579467773438,
0.14999999999999999,6.1038970947265625,
0.20000000000000001,6.1473312377929688,
0.25,6.1652145385742188,
0.29999999999999999,6.190765380859375,
0.34999999999999998,6.2188720703125,
0.40000000000000002,6.2393112182617188,
0.45000000000000001,6.2699737548828125,
0.5,6.356842041015625,
0.55000000000000004,6.4462661743164062,
0.59999999999999998,6.6838836669921875,
0.65000000000000002,6.9010543823242188,
0.69999999999999996,7.2357635498046875,
0.75,7.4222793579101562,
0.80000000000000004,7.726318359375,
0.84999999999999998,7.9460525512695312,
0.90000000000000002,8.22454833984375,
0.94999999999999996,8.3880691528320312,
1,8.6716690063476562,
1.05,8.840301513671875,
1.1000000000000001,8.950164794921875,
1.1499999999999999,8.9706039428710938,
1.2,9.0012664794921875,
1.25,9.060028076171875,
1.3,9.116241455078125,
1.3500000000000001,9.2184371948242188,
1.3999999999999999,9.282318115234375,
1.45,9.3819580078125,
1.5,9.427947998046875,
1.55,9.4432830810546875,
1.6000000000000001,9.4330596923828125,
1.6499999999999999,9.4023971557617188,
1.7,9.3538589477539062,
1.75,9.2516555786132812,
1.8,9.1775588989257812,
1.8500000000000001,9.060028076171875,
1.8999999999999999,8.9757156372070312,
1.95,8.8428573608398438,
2,8.7125473022460938,
2.0499999999999998,8.4212799072265625,
2.1000000000000001,8.2398757934570312,
2.1499999999999999,8.0737991333007812,
2.2000000000000002,7.8336334228515625,
2.25,7.6496734619140625,
2.2999999999999998,7.3481826782226562,
2.3500000000000001,7.1335601806640625,
2.3999999999999999,6.8576202392578125,
2.4500000000000002,6.7119827270507812,
2.5,6.5178070068359375,
2.5499999999999998,6.4232711791992188,
2.6000000000000001,6.3287353515625,
2.6499999999999999,6.29296875,
2.7000000000000002,6.2776336669921875,
2.75,6.2699737548828125,
2.7999999999999998,6.2955245971679688,
2.8500000000000001,6.3951644897460938,
2.8999999999999999,6.4258270263671875,
2.9500000000000002,6.40283203125,
3,6.3772811889648438,
3.0499999999999998,6.3491744995117188,
3.1000000000000001,6.3261795043945312,
3.1499999999999999,6.2674179077148438,
3.2000000000000002,6.2137603759765625,
3.25,6.16265869140625,
3.2999999999999998,6.1038970947265625,
3.3500000000000001,6.0553512573242188,
3.3999999999999999,5.971038818359375,
3.4500000000000002,5.9403762817382812,
3.5,5.9940338134765625,
3.5499999999999998,6.063018798828125,
3.6000000000000001,6.0911178588867188,
3.6499999999999999,6.098785400390625,
3.7000000000000002,6.2035369873046875,
3.75,6.27252197265625,
3.7999999999999998,6.31085205078125,
3.8500000000000001,6.3338470458984375,
3.8999999999999999,6.4513778686523438,
3.9500000000000002,6.5714645385742188,
4,6.7119827270507812,
4.0499999999999998,6.6940994262695312,
4.0999999999999996,6.5919036865234375,
4.1500000000000004,6.6634445190429688,
4.2000000000000002,6.9981460571289062,
4.25,7.772308349609375,
4.2999999999999998,8.2449874877929688,
4.3499999999999996,8.6588973999023438,
4.4000000000000004,8.7176589965820312,
4.4500000000000002,8.6895523071289062,
4.5,8.6307907104492188,
4.5499999999999998,8.4953765869140625,
4.5999999999999996,8.3855133056640625,
4.6500000000000004,8.2041091918945312,
4.7000000000000002,7.9818191528320312,
4.75,7.4759292602539062,
4.7999999999999998,7.2051010131835938,
4.8499999999999996,6.9572677612304688,
4.9000000000000004,6.7681961059570312,
4.9500000000000002,6.5126953125,
5,6.4922561645507812,
5.0499999999999998,6.6532211303710938,
5.0999999999999996,6.7784194946289062,
5.1500000000000004,6.9163894653320312,
5.2000000000000002,6.9112777709960938,
5.25,6.8295135498046875,
5.2999999999999998,6.6838836669921875,
5.3499999999999996,6.6404495239257812,
5.4000000000000004,6.614898681640625,
5.4500000000000002,6.5356903076171875,
5.5,6.3517303466796875,
5.5499999999999998,6.20098876953125,
5.5999999999999996,5.925048828125,
5.6500000000000004,5.7691879272460938,
5.7000000000000002,5.7180938720703125,
5.75,5.8151779174804688,
5.7999999999999998,6.0144729614257812,
5.8499999999999996,6.1575469970703125,
5.9000000000000004,6.3542861938476562,
5.9500000000000002,6.4718170166015625,
6,6.6378936767578125,
6.0499999999999998,6.6889877319335938,
6.0999999999999996,6.6276702880859375,
6.1500000000000004,6.4973678588867188,
6.2000000000000002,6.3236236572265625,
6.25,6.1473312377929688,
6.2999999999999998,6.1703262329101562,
6.3499999999999996,6.2904129028320312,
6.4000000000000004,6.31085205078125,
6.4500000000000002,6.2418670654296875,
6.5,6.208648681640625,
6.5499999999999998,6.1473312377929688,
6.5999999999999996,6.034912109375,
6.6500000000000004,5.8381729125976562,
6.7000000000000002,5.7436370849609375,
6.75,5.61077880859375,
6.7999999999999998,5.5699005126953125,
6.8499999999999996,5.7564163208007812,
6.9000000000000004,5.9071578979492188,
6.9500000000000002,5.8126220703125,
7,5.6414413452148438,
7.0499999999999998,5.4779205322265625,
7.0999999999999996,5.603118896484375,
7.1500000000000004,5.8739471435546875,
7.2000000000000002,5.9071578979492188,
7.25,6.2623062133789062,
7.2999999999999998,7.3839492797851562,
7.3499999999999996,7.6547775268554688,
7.4000000000000004,7.3277435302734375,
7.4500000000000002,7.2280960083007812,
7.5,7.5602493286132812,
7.5499999999999998,8.0431442260742188,
7.5999999999999996,8.6435623168945312,
7.6500000000000004,8.7176589965820312,
7.7000000000000002,8.8198623657226562,
7.75,8.9987106323242188,
7.7999999999999998,8.99615478515625,
7.8499999999999996,8.8914031982421875,
7.9000000000000004,8.6640090942382812,
7.9500000000000002,8.3165283203125,
8,7.772308349609375,
8.0500000000000007,7.5857925415039062,
8.0999999999999996,7.506591796875,
8.1500000000000004,7.4733734130859375,
8.1999999999999993,7.4120559692382812,
8.25,7.2740859985351562,
8.3000000000000007,7.166778564453125,
8.3499999999999996,7.0492477416992188,
8.4000000000000004,7.0160293579101562,
8.4499999999999993,6.9777069091796875,
8.5,6.9419326782226562,
8.5500000000000007,6.852508544921875,
8.5999999999999996,6.7784194946289062,
8.6500000000000004,6.7298736572265625,
8.6999999999999993,6.7043228149414062,
8.75,6.6711044311523438,
8.8000000000000007,6.6021194458007812,
8.8499999999999996,6.5791244506835938,
8.9000000000000004,6.5510177612304688,
8.9499999999999993,6.53057861328125,
9,6.5075836181640625,
9.0500000000000007,6.4922561645507812,
9.0999999999999996,6.4820327758789062,
9.1500000000000004,6.4794845581054688,
9.1999999999999993,6.466705322265625,
9.25,6.4334945678710938,
9.3000000000000007,6.4130477905273438,
9.3499999999999996,6.4002761840820312,
9.4000000000000004,6.4053878784179688,
9.4499999999999993,6.4079437255859375,
9.5,6.4181594848632812,
9.5500000000000007,6.4462661743164062,
9.5999999999999996,6.4564895629882812,
9.6500000000000004,6.4871444702148438,
9.6999999999999993,6.5203628540039062,
9.75,6.5791244506835938,
9.8000000000000007,6.6276702880859375,
9.8499999999999996,6.7324295043945312,
9.9000000000000004,6.8192977905273438,
9.9499999999999993,6.9623794555664062,
10,7.0594635009765625,15.873016357421875
10.050000000000001,7.1948776245117188,
10.1,7.3021926879882812,
10.15,7.5014801025390625,
10.199999999999999,7.644561767578125,
10.25,7.78253173828125,
10.300000000000001,7.9639358520507812,
10.35,8.0916824340820312,
10.4,8.3190841674804688,
10.449999999999999,8.44427490234375,
10.5,8.5745773315429688,
10.550000000000001,8.6461181640625,
10.6,8.73809814453125,
10.65,8.77642822265625,
10.699999999999999,8.7815322875976562,
10.75,8.7610931396484375,
10.800000000000001,8.730438232421875,
10.85,8.6895523071289062,
10.9,8.5592498779296875,
10.949999999999999,8.4391632080078125,
11,8.2219924926757812,
11.050000000000001,8.0610275268554688,
11.1,7.7978591918945312,
11.15,7.6113433837890625,
11.199999999999999,7.3456268310546875,
11.25,7.1923294067382812,
11.300000000000001,7.0569076538085938,
11.35,6.8576202392578125,
11.4,6.7273178100585938,
11.449999999999999,6.56890869140625,
11.5,6.484588623046875,
11.550000000000001,6.3823928833007812,
11.6,6.3287353515625,
11.65,6.27252197265625,
11.699999999999999,6.23675537109375,
11.75,6.1805419921875,
11.800000000000001,6.1422195434570312,
11.85,6.0860137939453125,
11.9,6.0604629516601562,
11.949999999999999,6.0374679565429688,
12,6.0195770263671875,
12.050000000000001,6.0042495727539062,
12.1,5.9940338134765625,
12.15,5.971038818359375,
12.199999999999999,5.950592041015625,
12.25,5.9224929809570312,
12.300000000000001,5.9071578979492188,
12.35,5.9224929809570312,
12.4,5.9352645874023438,
12.449999999999999,5.9403762817382812,
12.5,5.9531478881835938,
12.550000000000001,5.9582595825195312,
12.6,5.971038818359375,
12.65,5.9863662719726562,
12.699999999999999,6.0323562622070312,
12.75,6.0834579467773438,
12.800000000000001,6.172882080078125,
12.85,6.2444229125976562,
12.9,6.3542861938476562,
12.949999999999999,6.4513778686523438,
13,6.5944595336914062,
13.050000000000001,6.6762161254882812,
13.1,6.8422927856445312,
13.15,6.9649276733398438,
13.199999999999999,7.074798583984375,
13.25,7.2153244018554688,
13.300000000000001,7.3175201416015625,
13.35,7.4733734130859375,
13.4,7.5449142456054688,
13.449999999999999,7.6138992309570312,
13.5,7.6292343139648438,
13.550000000000001,7.6190109252929688,
13.6,7.5934600830078125,
13.65,7.5091476440429688,
13.699999999999999,7.442718505859375,
13.75,7.3226318359375,
13.800000000000001,7.2332077026367188,
13.85,7.0977935791015625,
13.9,7.0058135986328125,
13.949999999999999,6.852508544921875,
14,6.75286865234375,
14.050000000000001,6.6378936767578125,
14.1,6.5714645385742188,
14.15,6.484588623046875,
14.199999999999999,6.430938720703125,
14.25,6.3696136474609375,
14.300000000000001,6.2904129028320312,
14.35,6.2623062133789062,
14.4,6.2214279174804688,
14.449999999999999,6.1754379272460938,
14.5,6.1090087890625,
14.550000000000001,6.0860137939453125,
14.6,6.0834579467773438,
14.65,6.08856201171875,
14.699999999999999,6.08856201171875,
14.75,6.098785400390625,
14.800000000000001,6.116668701171875,
14.85,6.1243362426757812,
14.9,6.1320037841796875,
14.949999999999999,6.1243362426757812,
15,6.116668701171875,
15.050000000000001,6.1192245483398438,
15.1,6.1013412475585938,
15.15,6.0834579467773438,
15.199999999999999,6.0553512573242188,
15.25,6.0093612670898438,
15.300000000000001,5.97869873046875,
15.35,5.9608154296875,
15.4,5.9735870361328125,
