Time(s),Force(N)
5.3,10.88430023
5.35,10.85108185
5.4,10.8536377
5.45,10.83831024
5.5,10.78465271
5.55,10.69522858
5.6,10.51382446
5.65,10.38863373
5.7,10.19445038
5.75,10.04625702
5.8,9.84185791
5.85,9.731994629
5.9,9.545478821
5.95,9.412620544
6,9.236328125
6.05,9.13923645
6.1,9.037033081
6.15,8.988487244
6.2,8.952720642
6.25,8.901618958
6.3,8.863296509
6.35,8.796867371
6.4,8.740653992
6.45,8.674224854
6.5,8.641014099
6.55,8.577133179
6.6,8.536254883
6.65,8.495376587
6.7,8.46471405
6.75,8.403396606
6.8,8.357406616
6.85,8.313972473
6.9,8.308860779
6.95,8.303749084
7,8.29863739
7.05,8.285865784
7.1,8.275642395
7.15,8.265426636
7.2,8.239875793
7.25,8.221992493
7.3,8.204109192
7.35,8.19644165
7.4,8.188774109
7.45,8.188774109
7.5,8.168334961
7.55,8.15045166
7.6,8.114677429
7.65,8.071243286
7.7,8.038032532
7.75,8.055915833
7.8,8.089134216
7.85,8.109573364
7.9,8.183662415
7.95,8.265426636
8,8.400840759
8.05,8.495376587
8.1,8.712547302
8.15,8.878623962
8.2,9.016593933
8.25,9.192893982
8.3,9.295089722
8.35,9.450942993
8.4,9.555702209
8.45,9.708999634
8.5,9.783096313
8.55,9.875076294
8.6,9.992607117
8.65,10.23021698
8.7,10.42184448
8.75,10.7897644
8.8,10.95584106
8.85,10.85108185
8.9,10.72844696
8.95,10.57259369
9,10.50615692
9.05,10.65946198
9.1,11.23178101
9.15,11.58947754
9.2,11.7376709
9.25,11.57926178
9.3,11.25222015
9.35,11.08358765
9.4,11.0580368
9.45,11.19345856
9.5,11.40551758
9.55,11.44384766
9.6,11.38763428
9.65,11.30076599
9.7,11.29821014
9.75,11.23944855
9.8,11.09125519
9.85,10.71566772
9.9,10.39884949
9.95,9.731994629
10,9.302757263
10.05,9.131568909
10.1,9.172447205
10.15,9.190338135
10.2,9.274650574
10.25,9.366630554
10.3,9.489273071
10.35,9.563362122
10.4,9.6016922
10.45,9.563362122
10.5,9.473937988
10.55,9.415176392
10.6,9.323196411
10.65,9.249099731
10.7,9.123908997
10.75,9.062583923
10.8,8.988487244
10.85,8.924613953
10.9,8.845413208
10.95,8.809638977
11,8.773872375
11.05,8.745765686
11.1,8.784088135
11.15,9.011482239
11.2,9.208221436
11.25,9.473937988
11.3,9.609352112
11.35,9.754989624
11.4,9.84185791
11.45,10.00793457
11.5,10.13057709
11.55,10.26599121
11.6,10.3119812
11.65,10.3349762
11.7,10.36818695
11.75,10.50615692
11.8,10.60580444
11.85,10.73866272
11.9,10.7897644
11.95,10.79743195
12,10.80254364
12.05,10.83831024
12.1,10.89452362
12.15,10.94561768
12.2,10.9865036
12.25,10.93284607
12.3,10.73355865
12.35,10.59558868
12.4,10.43462372
12.45,10.31964874
12.5,10.18422699
12.55,10.14846039
12.6,10.0667038
12.65,10.03859711
12.7,9.995162964
12.75,9.91595459
12.8,9.806091309
12.85,9.744773865
12.9,9.657897949
12.95,9.596580505
13,9.499488831
13.05,9.430503845
13.1,9.341079712
13.15,9.226104736
13.2,9.177558899
13.25,9.123908997
13.3,9.09324646
13.35,9.037033081
13.4,8.991043091
13.45,8.909286499
13.5,8.85307312
13.55,8.801979065
13.6,8.753433228
13.65,8.725326538
13.7,8.692108154
13.75,8.671669006
13.8,8.641014099
13.85,8.638458252
13.9,8.674224854
13.95,8.743209839
14,8.855628967
14.05,8.911842346
14.1,8.97315979
14.15,9.095802307
14.2,9.187782288
14.25,9.371742249
14.3,9.514823914
14.35,9.729438782
14.4,9.877632141
14.45,10.09991455
14.5,10.24555206
14.55,10.41162872
14.6,10.51126862
14.65,10.64923859
14.7,10.71311188
14.75,10.83831024
14.8,10.94306183
14.85,11.0452652
14.9,11.06826019
14.95,11.14235687
15,11.2368927
15.05,11.34420013
15.1,11.38252258
15.15,11.42596436
15.2,11.50005341
15.25,11.53071594
15.3,11.47450256
15.35,11.38763428
15.4,11.27521515
15.45,11.24200439
15.5,11.40551758
15.55,11.57670593
15.6,11.63802338
15.65,11.56903839
15.7,11.43362427
15.75,11.37230682
15.8,11.30587769
15.85,11.30332184
15.9,11.40296936
15.95,11.45917511
16,11.40041351
16.05,11.2190094
16.1,10.76165771
16.15,10.40907288
16.2,10.11013794
16.25,9.831642151
16.3,9.703887939
16.35,9.540367126
16.4,9.468833923
16.45,9.40750885
16.5,9.343635559
16.55,9.182670593
16.6,9.083023071
16.65,8.993598938
16.7,8.952720642
16.75,8.87096405
16.8,8.819862366
16.85,8.77898407
16.9,8.727882385
16.95,8.597572327
17,8.53881073
17.05,8.515815735
17.1,8.541366577
17.15,8.549034119
17.2,8.482597351
17.25,8.441719055
17.3,8.436607361
17.35,8.421279907
17.4,8.32674408
17.45,8.2526474
17.5,8.257759094
17.55,8.393173218
17.6,8.556694031
17.65,8.674224854
17.7,8.692108154
17.75,8.804527283
17.8,8.945053101
17.85,9.049812317
17.9,8.998710632
17.95,8.922058105
18,8.911842346
18.05,8.827522278
18.1,8.689552307
18.15,8.556694031
18.2,8.449386597
18.25,8.413612366
18.3,8.377845764
18.35,8.385513306
18.4,8.526039124
18.45,8.656341553
18.5,8.886291504
18.55,9.021705627
18.6,9.103462219
18.65,9.157119751
18.7,9.215888977
18.75,9.220993042
18.8,9.24143219
18.85,9.30531311
18.9,9.461166382
18.95,9.532707214
19,9.540367126
19.05,9.535263062
19.1,9.604248047
19.15,9.826530457
19.2,9.951728821
19.25,10.02837372
19.3,10.11013794
19.35,10.33242035
19.4,10.44228363
19.45,10.51126862
19.5,10.55470276
19.55,10.69011688
19.6,10.7769928
19.65,10.82808685
19.7,10.84342194
19.75,10.93284607
19.8,11.00694275
19.85,11.02993774
19.9,10.97372437
19.95,10.92517853
20,10.92006683
20.05,10.84597778
20.1,10.73866272
20.15,10.64157867
20.2,10.61602783
20.25,10.63646698
20.3,10.6032486
20.35,10.52404785
20.4,10.43206787
20.45,10.43206787
20.5,10.41162872
20.55,10.33242035
20.6,10.20722198
20.65,10.17145538
20.7,10.13313293
20.75,10.04115295
20.8,9.834197998
20.85,9.726882935
20.9,9.645126343
20.95,9.606803894
21,9.479049683
21.05,9.379402161
21.1,9.312973022
21.15,9.236328125
21.2,9.146903992
21.25,8.970603943
21.3,8.891403198
21.35,8.850517273
21.4,8.809638977
21.45,8.702331543
21.5,8.615463257
21.55,8.543922424
21.6,8.457054138
21.65,8.395729065
21.7,8.303749084
21.75,8.278198242
21.8,8.324188232
21.85,8.357406616
21.9,8.334411621
21.95,8.301193237
22,8.303749084
22.05,8.324188232
22.1,8.31652832
22.15,8.257759094
22.2,8.237319946
22.25,8.280754089
22.3,8.313972473
22.35,8.273094177
22.4,8.211769104
22.45,8.193885803
22.5,8.219436646
22.55,8.214324951
22.6,8.176002502
22.65,8.168334961
22.7,8.211769104
22.75,8.265426636
22.8,8.267982483
22.85,8.267982483
22.9,8.31652832
22.95,8.434059143
23,8.500488281
23.05,8.577133179
23.1,8.635902405
23.15,8.720214844
23.2,8.868408203
23.25,8.947608948
23.3,9.044700623
23.35,9.152008057
23.4,9.376853943
23.45,9.517372131
23.5,9.655342102
23.55,9.729438782
23.6,9.892959595
23.65,10.0667038
23.7,10.35797119
23.75,10.47805786
23.8,10.5802536
23.85,10.66967773
23.9,10.76421356
23.95,10.7539978
24,10.69778442
24.05,10.70034027
24.1,10.74633026
24.15,10.77954865
24.2,10.7539978
24.25,10.74633026
24.3,10.77954865
24.35,10.79743195
24.4,10.74888611
24.45,10.66967773
24.5,10.65946198
24.55,10.66712189
24.6,10.63391113
24.65,10.53937531
24.7,10.48316193
24.75,10.41928864
24.8,10.36052704
24.85,10.23277283
24.9,10.16378784
24.95,10.14846039
25,10.14590454
25.05,10.0615921
25.1,9.964500427
25.15,9.898071289
25.2,9.862297058
25.25,9.852081299
25.3,9.754989624
25.35,9.622131348
25.4,9.410064697
25.45,9.310417175
25.5,9.134124756
25.55,8.955276489
25.6,8.753433228
25.65,8.697219849
25.7,8.656341553
25.75,8.605239868
25.8,8.526039124
25.85,8.515815735
25.9,8.526039124
25.95,8.495376587
26,8.375289917
26.05,8.301193237
26.1,8.273094177
26.15,8.267982483
26.2,8.237319946
26.25,8.160667419
26.3,8.130012512
26.35,8.107017517
26.4,8.073799133
26.45,7.986930847
26.5,7.958824158
26.55,7.974159241
26.6,8.022697449
26.65,8.015037537
26.7,7.958824158
26.75,7.969047546
26.8,8.032920837
26.85,8.043144226
26.9,7.992042542
26.95,7.963935852
27,8.002258301
27.05,8.038032532
27.1,8.035476685
27.15,7.961380005
27.2,7.923057556
27.25,7.912834167
27.3,7.915390015
27.35,7.879623413
27.4,7.859184265
27.45,7.905174255
27.5,7.93838501
27.55,7.920501709
27.6,7.897506714
27.65,7.981819153
27.7,8.158119202
27.75,8.597572327
27.8,8.868408203
27.85,9.154563904
27.9,9.307868958
27.95,9.338523865
28,9.251655579
28.05,9.088134766
28.1,9.01914978
28.15,8.975715637
28.2,8.832633972
28.25,8.717658997
28.3,8.671669006
28.35,8.717658997
28.4,8.850517273
28.45,8.88117981
28.5,8.847969055
28.55,8.860740662
28.6,8.939949036
28.65,9.01914978
28.7,9.175003052
28.75,9.318084717
28.8,9.512268066
28.85,9.640014648
28.9,9.864852905
28.95,9.987495422
29,10.10502625
29.05,10.115242
29.1,10.11013794
29.15,10.1024704
29.2,10.05903625
29.25,9.941505432
29.3,9.867408752
29.35,9.724327087
29.4,9.591468811
29.45,9.36151886
29.5,9.223548889
29.55,8.993598938
29.6,8.822418213
29.65,8.602684021
29.7,8.467269897
29.75,8.301193237
29.8,8.234764099
29.85,8.168334961
29.9,8.117233276
29.95,8.035476685
30,7.997154236
30.05,7.986930847
30.1,7.989486694
30.15,7.974159241
30.2,7.925613403
30.25,7.887283325
30.3,7.856628418
30.35,7.843849182
30.4,7.802970886
30.45,7.767204285
30.5,7.731430054
30.55,7.739097595
30.6,7.754425049
30.65,7.764648438
30.7,7.769752502
30.75,7.779975891
30.8,7.777420044
30.85,7.777420044
30.9,7.777420044
30.95,7.779975891
31,7.782531738
31.05,7.792747498
31.1,7.802970886
31.15,7.800415039
31.2,7.774864197
31.25,7.739097595
31.3,7.682884216
31.35,7.680328369
31.4,7.7161026
31.45,7.74420929
31.5,7.769752502
31.55,7.787643433
31.6,7.810638428
31.65,7.802970886
31.7,7.800415039
31.75,7.825965881
31.8,7.846405029
31.85,7.831077576
31.9,7.810638428
31.95,7.825965881
32,7.838737488
32.05,7.83618927
32.1,7.828521729
32.15,7.861732483
32.2,7.946052551
32.25,8.109573364
32.3,8.216880798
32.35,8.393173218
32.4,8.523483276
32.45,8.712547302
32.5,8.822418213
32.55,9.001266479
32.6,9.146903992
32.65,9.351303101
32.7,9.440727234
32.75,9.565917969
32.8,9.680892944
32.85,9.81375885
32.9,9.831642151
32.95,9.852081299
33,9.941505432
33.05,10.14334869
33.1,10.22766876
33.15,10.26854706
33.2,10.3528595
33.25,10.43717194
33.3,10.5266037
33.35,10.54193115
33.4,10.56492615
33.45,10.60836029
33.5,10.63646698
33.55,10.59558868
33.6,10.48571777
33.65,10.41928864
33.7,10.33753204
33.75,10.29154205
33.8,10.23532867
33.85,10.20977783
33.9,10.19700623
33.95,10.17912292
34,10.09224701
34.05,10.01304626
34.1,9.959388733
34.15,9.910842896
34.2,9.875076294
34.25,9.762657166
34.3,9.683448792
34.35,9.596580505
34.4,9.532707214
34.45,9.425392151
34.5,9.36151886
34.55,9.330863953
34.6,9.335968018
34.65,9.325752258
34.7,9.215888977
34.75,9.129013062
34.8,9.029373169
34.85,8.965492249
34.9,8.845413208
34.95,8.758537292
35,8.651229858
35.05,8.587356567
35.1,8.515815735
35.15,8.349739075
35.2,8.232208252
35.25,8.10446167
35.3,8.035476685
35.35,7.963935852
35.4,7.933273315
35.45,7.912834167
35.5,7.907722473
35.55,7.866844177
35.6,7.833633423
35.65,7.833633423
35.7,7.83618927
35.75,7.802970886
35.8,7.774864197
35.85,7.764648438
35.9,7.767204285
35.95,7.749313354
36,7.723762512
36.05,7.682884216
36.1,7.665000916
36.15,7.667556763
36.2,7.67011261
36.25,7.665000916
36.3,7.687995911
36.35,7.698219299
36.4,7.690551758
36.45,7.677772522
36.5,7.682884216
36.55,7.700767517
36.6,7.700767517
36.65,7.693107605
36.7,7.690551758
36.75,7.708435059
36.8,7.698219299
36.85,7.667556763
36.9,7.636894226
36.95,7.631782532
37,7.690551758
37.05,7.751869202
37.1,7.805526733
37.15,7.900062561
37.2,7.994598389
37.25,8.170890808
37.3,8.280754089
37.35,8.44683075
37.4,8.597572327
37.45,8.840301514
37.5,8.968048096
37.55,9.098358154
37.6,9.18522644
37.65,9.323196411
37.7,9.397293091
37.75,9.461166382
37.8,9.502044678
37.85,9.686004639
37.9,9.84185791
37.95,10.00282288
38,10.0794754
38.05,10.19445038
38.1,10.27110291
38.15,10.3170929
38.2,10.33242035
38.25,10.34008789
38.3,10.36052704
38.35,10.35030365
38.4,10.29154205
38.45,10.23532867
38.5,10.14846039
38.55,10.09480286
38.6,10.01049042
38.65,9.956832886
38.7,9.91595459
38.75,9.913398743
38.8,9.890403748
38.85,9.836753845
38.9,9.73966217
38.95,9.678337097
39,9.622131348
39.05,9.548034668
39.1,9.507156372
39.15,9.440727234
39.2,9.394737244
39.25,9.274650574
39.3,9.141792297
39.35,8.955276489
39.4,8.88117981
39.45,8.819862366
39.5,8.763648987
39.55,8.689552307
39.6,8.592468262
39.65,8.541366577
39.7,8.46471405
39.75,8.413612366
39.8,8.370178223
39.85,8.380401611
39.9,8.434059143
39.95,8.434059143
40,8.408508301
40.05,8.377845764
40.1,8.32674408
40.15,8.260314941
40.2,8.227104187
40.25,8.219436646
40.3,8.227104187
40.35,8.20665741
40.4,8.165779114
40.45,8.078910828
40.5,8.038032532
40.55,8.007369995
40.6,7.976707458
40.65,7.930717468
40.7,7.92816925
40.75,7.925613403
40.8,7.920501709
40.85,7.907722473
40.9,7.894950867
40.95,7.869400024
41,7.838737488
41.05,7.813194275
41.1,7.820854187
41.15,7.831077576
41.2,7.848960876
41.25,7.854072571
41.3,7.841293335
41.35,7.846405029
41.4,7.869400024
41.45,7.879623413
41.5,7.88217926
41.55,7.89239502
41.6,7.943496704
41.65,7.989486694
41.7,8.009925842
41.75,7.989486694
41.8,7.974159241
41.85,8.009925842
41.9,8.119789124
41.95,8.183662415
42,8.293533325
42.05,8.403396606
42.1,8.513259888
42.15,8.638458252
42.2,8.717658997
42.25,8.87096405
42.3,8.991043091
42.35,9.144348145
42.4,9.210777283
42.45,9.31552887
42.5,9.384513855
42.55,9.445838928
42.6,9.466278076
42.65,9.525039673
42.7,9.6195755
42.75,9.790763855
42.8,9.875076294
42.85,9.959388733
42.9,10.02581787
42.95,10.11779785
43,10.14334869
43.05,10.14334869
43.1,10.13313293
43.15,10.12290955
43.2,10.07436371
43.25,10.00793457
43.3,9.880187988
43.35,9.803535461
43.4,9.708999634
43.45,9.657897949
43.5,9.604248047
43.55,9.591468811
43.6,9.571029663
43.65,9.499488831
43.7,9.43561554
43.75,9.346191406
43.8,9.310417175
43.85,9.302757263
43.9,9.318084717
43.95,9.30531311
44,9.243988037
44.05,9.075363159
44.1,8.939949036
44.15,8.822418213
44.2,8.689552307
44.25,8.643562317
44.3,8.561805725
44.35,8.477493286
44.4,8.375289917
44.45,8.347183228
44.5,8.29863739
44.55,8.237319946
44.6,8.140228271
44.65,8.107017517
44.7,8.081466675
44.75,8.066139221
44.8,8.002258301
44.85,7.946052551
44.9,7.905174255
44.95,7.884727478
45,7.861732483
45.05,7.859184265
45.1,7.861732483
45.15,7.88217926
45.2,7.887283325
45.25,7.874511719
45.3,7.869400024
45.35,7.869400024
45.4,7.859184265
45.45,7.81829834
45.5,7.800415039
45.55,7.800415039
45.6,7.802970886
45.65,7.777420044
45.7,7.749313354
45.75,7.74420929
45.8,7.79019928
45.85,7.88217926
45.9,7.925613403
45.95,8.002258301
46,8.091682434
46.05,8.247543335
46.1,8.334411621
46.15,8.41872406
46.2,8.564361572
46.25,8.687004089
46.3,8.855628967
46.35,8.945053101
46.4,9.098358154
46.45,9.200553894
46.5,9.312973022
46.55,9.374298096
46.6,9.512268066
46.65,9.645126343
46.7,9.834197998
46.75,9.913398743
46.8,10.00026703
46.85,10.0667038
46.9,10.16123199
46.95,10.18678284
47,10.17145538
47.05,10.16378784
47.1,10.15868378
47.15,10.12290955
47.2,10.06925201
47.25,9.956832886
47.3,9.895515442
47.35,9.844413757
47.4,9.806091309
47.45,9.708999634
47.5,9.660453796
47.55,9.622131348
47.6,9.545478821
47.65,9.466278076
47.7,9.312973022
47.75,9.223548889
47.8,9.113685608
47.85,9.016593933
47.9,8.819862366
47.95,8.697219849
48,8.53881073
48.05,8.423835754
48.1,8.301193237
48.15,8.142784119
48.2,8.07635498
48.25,8.007369995
48.3,7.958824158
48.35,7.887283325
48.4,7.861732483
48.45,7.843849182
48.5,7.823410034
48.55,7.767204285
48.6,7.741653442
48.65,7.74420929
48.7,7.736541748
48.75,7.690551758
48.8,7.652229309
48.85,7.601127625
48.9,7.578132629
48.95,7.539802551
49,7.524475098
49.05,7.537254333
49.1,7.560249329
49.15,7.570465088
49.2,7.567909241
49.25,7.565353394
49.3,7.573020935
49.35,7.578132629
49.4,7.565353394
49.45,7.560249329
49.5,7.565353394
49.55,7.567909241
49.6,7.55002594
49.65,7.532142639
49.7,7.50403595
49.75,7.486152649
49.8,7.486152649
49.85,7.511703491
49.9,7.573020935
49.95,7.62412262
50,7.7161026
50.05,7.774864197
50.1,7.838737488
50.15,7.958824158
50.2,8.078910828
50.25,8.273094177
50.3,8.380401611
50.35,8.533699036
50.4,8.651229858
50.45,8.827522278
50.5,8.893959045
50.55,8.937393188
50.6,8.991043091
50.65,9.157119751
50.7,9.269538879
50.75,9.40750885
50.8,9.507156372
50.85,9.650238037
50.9,9.737106323
50.95,9.826530457
51,9.875076294
51.05,9.944061279
51.1,10.02837372
51.15,10.05392456
51.2,10.0437088
51.25,10.03348541
51.3,9.987495422
51.35,9.910842896
51.4,9.788208008
51.45,9.754989624
51.5,9.752433777
51.55,9.742218018
51.6,9.724327087
51.65,9.655342102
51.7,9.609352112
51.75,9.568473816
51.8,9.535263062
51.85,9.463722229
51.9,9.417732239
51.95,9.371742249
52,9.325752258
52.05,9.28742218
52.1,9.246543884
52.15,9.175003052
52.2,9.054924011
52.25,9.034477234
52.3,9.034477234
52.35,9.026817322
52.4,9.003822327
52.45,8.957832336
52.5,8.812194824
52.55,8.676780701
52.6,8.513259888
52.65,8.439163208
52.7,8.306304932
52.75,8.183662415
52.8,8.032920837
52.85,7.981819153
52.9,7.902618408
52.95,7.828521729
53,7.739097595
53.05,7.7161026
53.1,7.708435059
53.15,7.698219299
53.2,7.695663452
53.25,7.703323364
53.3,7.703323364
53.35,7.700767517
53.4,7.708435059
53.45,7.713546753
53.5,7.726318359
53.55,7.749313354
53.6,7.746757507
53.65,7.723762512
53.7,7.713546753
53.75,7.700767517
53.8,7.705879211
53.85,7.736541748
53.9,7.782531738
53.95,7.88217926
54,7.953712463
54.05,8.015037537
54.1,8.101905823
54.15,8.170890808
54.2,8.306304932
54.25,8.423835754
54.3,8.574577332
54.35,8.653785706
54.4,8.801979065
54.45,8.896507263
54.5,8.985939026
54.55,9.011482239
54.6,9.060028076
54.65,9.136680603
54.7,9.28742218
54.75,9.374298096
54.8,9.468833923
54.85,9.52759552
54.9,9.586357117
54.95,9.596580505
55,9.581253052
55.05,9.583808899
55.1,9.578697205
55.15,9.542922974
55.2,9.499488831
55.25,9.404953003
55.3,9.335968018
55.35,9.233772278
55.4,9.190338135
55.45,9.164787292
55.5,9.157119751
55.55,9.126457214
55.6,9.083023071
55.65,9.024261475
55.7,9.008934021
55.75,8.968048096
55.8,8.919502258
55.85,8.822418213
55.9,8.77898407
55.95,8.722770691
56,8.653785706
56.05,8.559249878
56.1,8.472381592
56.15,8.457054138
56.2,8.449386597
56.25,8.423835754
56.3,8.375289917
56.35,8.357406616
56.4,8.339523315
56.45,8.324188232
56.5,8.285865784
56.55,8.229652405
56.6,8.209213257
56.65,8.183662415
56.7,8.168334961
56.75,8.135124207
56.8,8.096794128
56.85,8.009925842
56.9,7.951164246
56.95,7.902618408
57,7.897506714
57.05,7.91027832
57.1,7.925613403
57.15,7.923057556
57.2,7.894950867
57.25,7.869400024
57.3,7.825965881
57.35,7.808082581
57.4,7.800415039
57.45,7.813194275
57.5,7.848960876
57.55,7.877067566
57.6,7.920501709
57.65,7.935829163
57.7,7.956268311
57.75,7.989486694
57.8,8.071243286
57.85,8.130012512
57.9,8.209213257
57.95,8.255203247
58,8.334411621
58.05,8.405952454
58.1,8.480049133
58.15,8.58480072
58.2,8.653785706
58.25,8.755989075
58.3,8.830078125
58.35,8.955276489
58.4,9.021705627
58.45,9.026817322
58.5,8.985939026
58.55,8.947608948
58.6,8.962944031
58.65,9.026817322
58.7,9.04725647
58.75,9.039588928
58.8,9.042144775
58.85,9.006378174
58.9,8.955276489
58.95,8.88117981
59,8.819862366
59.05,8.771316528
59.1,8.697219849
59.15,8.635902405
59.2,8.564361572
59.25,8.518371582
59.3,8.400840759
59.35,8.29863739
59.4,8.160667419
59.45,8.122344971
59.5,8.089134216
59.55,8.053359985
59.6,7.999702454
59.65,7.971603394
59.7,7.946052551
59.75,7.920501709
59.8,7.869400024
59.85,7.846405029
59.9,7.815742493
59.95,7.769752502
60,7.723762512
60.05,7.665000916
60.1,7.621566772
60.15,7.539802551
60.2,7.473373413
60.25,7.394172668
60.3,7.363510132
60.35,7.33795929
60.4,7.32774353
60.45,7.302192688
60.5,7.286857605
60.55,7.26386261
60.6,7.202545166
60.65,7.171882629
60.7,7.156555176
60.75,7.166778564
60.8,7.166778564
60.85,7.153999329
60.9,7.148887634
60.95,7.151443481
61,7.156555176
61.05,7.153999329
61.1,7.179550171
61.15,7.256202698
61.2,7.33795929
61.25,7.486152649
61.3,7.593460083
61.35,7.815742493
61.4,7.989486694
61.45,8.201553345
61.5,8.313972473
61.55,8.497932434
61.6,8.676780701
61.65,9.006378174
61.7,9.18522644
61.75,9.369186401
61.8,9.458610535
61.85,9.537818909
61.9,9.583808899
61.95,9.696228027
62,9.803535461
62.05,9.918510437
62.1,10.0437088
62.15,10.10502625
62.2,10.21233368
62.25,10.2940979
62.3,10.36052704
62.35,10.36818695
62.4,10.39118195
62.45,10.40907288
62.5,10.3707428
62.55,10.28898621
62.6,10.12546539
62.65,10.0437088
62.7,9.992607117
62.75,9.964500427
62.8,9.892959595
62.85,9.85974884
62.9,9.836753845
62.95,9.790763855
63,9.665565491
63.05,9.581253052
63.1,9.489273071
63.15,9.31552887
63.2,9.180114746
63.25,8.988487244
63.3,8.863296509
63.35,8.656341553
63.4,8.531143188
63.45,8.367622375
63.5,8.290977478
63.55,8.201553345
63.6,8.160667419
63.65,8.099349976
63.7,8.043144226
63.75,7.976707458
63.8,7.943496704
63.85,7.887283325
63.9,7.83618927
63.95,7.785087585
64,7.756980896
64.05,7.721214294
64.1,7.64200592
64.15,7.580688477
64.2,7.506591797
64.25,7.47592926
64.3,7.455490112
64.35,7.437606812
64.4,7.42993927
64.45,7.42993927
64.5,7.435050964
64.55,7.414611816
64.6,7.404388428
64.65,7.412055969
64.7,7.409500122
64.75,7.399284363
64.8,7.391616821
64.85,7.406944275
64.9,7.414611816
64.95,7.366065979
65,7.312408447
65.05,7.276641846
65.1,7.258758545
65.15,7.253646851
65.2,7.240867615
65.25,7.222984314
65.3,7.210212708
65.35,7.240867615
65.4,7.320075989
65.45,7.360954285
65.5,7.447822571
65.55,7.537254333
65.6,7.685440063
65.65,7.782531738
65.7,7.92816925
65.75,8.020149231
65.8,8.127456665
65.85,8.183662415
65.9,8.283309937
65.95,8.400840759
66,8.615463257
66.05,8.743209839
66.1,8.847969055
66.15,8.991043091
66.2,9.100914001
66.25,9.238883972
66.3,9.300201416
66.35,9.415176392
66.4,9.494377136
66.45,9.57358551
66.5,9.591468811
66.55,9.594024658
66.6,9.594024658
66.65,9.558258057
66.7,9.519927979
66.75,9.486717224
66.8,9.484161377
66.85,9.473937988
66.9,9.473937988
66.95,9.471382141
67,9.433059692
67.05,9.36151886
67.1,9.256767273
67.15,9.197998047
67.2,9.108573914
67.25,9.016593933
67.3,8.835189819
67.35,8.715103149
67.4,8.53881073
67.45,8.444274902
67.5,8.313972473
67.55,8.250099182
67.6,8.183662415
67.65,8.127456665
67.7,8.038032532
67.75,7.981819153
67.8,7.905174255
67.85,7.86428833
67.9,7.820854187
67.95,7.795303345
68,7.759536743
68.05,7.690551758
68.1,7.64200592
68.15,7.583244324
68.2,7.555137634
68.25,7.524475098
68.3,7.516807556
68.35,7.524475098
68.4,7.519363403
68.45,7.498924255
68.5,7.483596802
68.55,7.486152649
68.6,7.488708496
68.65,7.486152649
68.7,7.486152649
68.75,7.498924255
68.8,7.514259338
68.85,7.511703491
68.9,7.519363403
68.95,7.527030945
69,7.565353394
69.05,7.667556763
69.1,7.746757507
69.15,7.900062561
69.2,8.022697449
69.25,8.214324951
69.3,8.347183228
69.35,8.556694031
69.4,8.707443237
69.45,8.957832336
69.5,9.118797302
69.55,9.312973022
69.6,9.417732239
69.65,9.581253052
69.7,9.696228027
69.75,9.857192993
69.8,9.951728821
69.85,10.0973587
69.9,10.18167877
69.95,10.23788452
70,10.23532867
70.05,10.24044037
70.1,10.25066376
70.15,10.24810791
70.2,10.20977783
70.25,10.17912292
70.3,10.13057709
70.35,10.08203125
70.4,9.96194458
70.45,9.882743835
70.5,9.831642151
70.55,9.81375885
